CustomerID,DateOfLastPurchase,DateOfFirstPurchase,NumberOfOrders,TotalValueOfOrders,DaysActive,DateDiffFirstToPresentDay,DaysPerOrder,AverageOrderValue,RecencyRanking,FrequencyRanking,MonetaryRanking,RFM_ID,Customer_Type
13544,2011-10-31 11:57:00 UTC,2011-04-13 12:09:00 UTC,2,291.41,201,233,116.5,145.705,2,2,3,223,Customer needing attention
13546,2011-11-27 14:50:00 UTC,2011-05-23 12:14:00 UTC,3,626.99,189,193,64.333333333333329,208.99666666666667,1,2,2,122,Potentially loyal customer
13548,2011-09-04 14:50:00 UTC,2011-04-10 11:35:00 UTC,2,682.41,148,236,118,341.205,2,2,2,222,Customer needing attention
13549,2011-11-14 09:20:00 UTC,2011-04-11 13:42:00 UTC,7,918.2,217,235,33.571428571428569,131.17142857142858,1,1,2,112,Top customer
13551,2011-01-24 14:46:00 UTC,2011-01-24 14:46:00 UTC,1,91.8,1,312,312,91.8,3,3,3,333,Lost
13552,2011-10-04 15:19:00 UTC,2011-01-28 10:10:00 UTC,12,3740.07,250,308,25.666666666666668,311.6725,2,1,1,211,Top customer
13555,2011-09-27 12:36:00 UTC,2011-05-22 11:06:00 UTC,4,4149.28,129,194,48.5,1037.32,2,1,1,211,Top customer
13557,2011-11-11 15:24:00 UTC,2011-03-04 12:14:00 UTC,2,584.06,253,273,136.5,292.03,1,2,2,122,Potentially loyal customer
13558,2011-11-16 12:13:00 UTC,2011-10-02 13:01:00 UTC,3,482.38,45,61,20.333333333333332,160.79333333333332,1,2,2,122,Potentially loyal customer
13561,2011-05-08 12:39:00 UTC,2011-05-08 12:39:00 UTC,1,141.86,1,208,208,141.86,3,3,3,333,Lost
13562,2011-09-19 10:51:00 UTC,2011-04-08 12:42:00 UTC,3,1799.33,164,238,79.333333333333329,599.77666666666664,2,2,1,221,Must not lose
13563,2011-09-16 14:45:00 UTC,2011-07-22 17:21:00 UTC,2,777.53,56,133,66.5,388.765,2,2,2,222,Customer needing attention
13564,2011-07-18 14:33:00 UTC,2010-12-06 17:26:00 UTC,3,1749.02,224,361,120.33333333333333,583.00666666666666,3,2,1,321,Must not lose
13565,2011-11-20 14:33:00 UTC,2011-01-09 14:28:00 UTC,2,240.22,316,327,163.5,120.11,1,2,3,123,Recent or promising customer
13566,2011-10-30 11:59:00 UTC,2011-09-18 12:40:00 UTC,2,874.71,42,75,37.5,437.355,2,2,2,222,Customer needing attention
13568,2011-06-19 14:42:00 UTC,2011-06-19 14:42:00 UTC,1,192.85,1,166,166,192.85,3,3,3,333,Lost
13569,2011-11-22 13:07:00 UTC,2010-12-07 12:29:00 UTC,2,373.75,351,360,180,186.875,1,2,3,123,Recent or promising customer
13570,2011-04-10 13:36:00 UTC,2011-04-10 13:36:00 UTC,1,239.49,1,236,236,239.49,3,3,3,333,Lost
13571,2011-11-27 10:47:00 UTC,2011-03-31 12:43:00 UTC,12,2092.32,241,246,20.5,174.36,1,1,1,111,Top customer
13572,2011-05-18 11:59:00 UTC,2011-05-18 11:59:00 UTC,1,1384.25,1,198,198,1384.25,3,3,1,331,Lost
13573,2011-10-20 14:33:00 UTC,2011-03-31 14:47:00 UTC,2,294.4,203,246,123,147.2,2,2,3,223,Customer needing attention
13575,2011-11-16 13:14:00 UTC,2011-06-16 14:24:00 UTC,5,732.07,153,169,33.8,146.41400000000002,1,1,2,112,Top customer
13576,2011-11-29 15:34:00 UTC,2010-12-01 17:24:00 UTC,18,6717.34,363,366,20.333333333333332,373.18555555555554,1,1,1,111,Top customer
13577,2011-11-14 15:19:00 UTC,2011-04-12 10:33:00 UTC,4,1687.6,217,234,58.5,421.9,1,1,1,111,Top customer
13579,2011-11-25 08:41:00 UTC,2010-12-05 16:10:00 UTC,2,467.04,355,362,181,233.52,1,2,2,122,Potentially loyal customer
13581,2011-02-03 14:41:00 UTC,2011-02-03 14:41:00 UTC,1,118,1,302,302,118,3,3,3,333,Lost
13583,2011-07-07 10:40:00 UTC,2011-07-07 10:40:00 UTC,1,781.03,1,148,148,781.03,3,3,2,332,Lost
13584,2011-02-06 12:49:00 UTC,2011-02-06 12:49:00 UTC,1,142.4,1,299,299,142.4,3,3,3,333,Lost
13587,2011-10-07 12:31:00 UTC,2011-10-07 12:31:00 UTC,1,712.4,1,56,56,712.4,2,3,2,232,Customer needing attention
13588,2011-11-24 10:42:00 UTC,2011-03-29 15:53:00 UTC,9,2478.95,240,248,27.555555555555557,275.43888888888887,1,1,1,111,Top customer
13589,2011-11-25 12:10:00 UTC,2011-06-13 12:44:00 UTC,2,379.65,165,172,86,189.825,1,2,3,123,Recent or promising customer
13590,2011-11-28 12:54:00 UTC,2011-02-09 13:25:00 UTC,6,1981.92,292,296,49.333333333333336,330.32,1,1,1,111,Top customer
13591,2011-10-06 12:26:00 UTC,2011-03-18 12:18:00 UTC,3,1117.13,203,259,86.333333333333329,372.37666666666672,2,2,2,222,Customer needing attention
13592,2011-11-04 09:49:00 UTC,2011-03-20 14:01:00 UTC,4,247.96,229,257,64.25,61.99,2,1,3,213,Recent or promising customer
13593,2011-08-23 13:35:00 UTC,2011-01-07 16:32:00 UTC,5,2037.08,228,329,65.8,407.416,3,1,1,311,Must not lose
13594,2011-10-18 10:19:00 UTC,2011-10-18 10:19:00 UTC,1,396.97,1,45,45,396.97,2,3,2,232,Customer needing attention
13596,2011-11-27 11:57:00 UTC,2011-11-27 11:57:00 UTC,1,411.6,1,5,5,411.6,1,3,2,132,Potentially loyal customer
13598,2011-10-23 14:28:00 UTC,2011-10-23 14:28:00 UTC,1,180.17,1,40,40,180.17,2,3,3,233,Customer needing attention
13599,2011-12-01 12:54:00 UTC,2010-12-08 10:11:00 UTC,20,5038.21,359,359,17.95,251.9105,1,1,1,111,Top customer
13600,2011-01-31 15:27:00 UTC,2011-01-31 15:27:00 UTC,1,219.52,1,305,305,219.52,3,3,3,333,Lost
13601,2011-10-25 17:31:00 UTC,2011-05-12 16:52:00 UTC,2,693.32,167,204,102,346.66,2,2,2,222,Customer needing attention
13602,2011-10-06 11:47:00 UTC,2011-10-06 11:47:00 UTC,1,428.89,1,57,57,428.89,2,3,2,232,Customer needing attention
13603,2011-11-13 15:57:00 UTC,2011-11-13 15:57:00 UTC,1,164.34,1,19,19,164.34,1,3,3,133,Recent or promising customer
13606,2011-11-10 17:46:00 UTC,2011-02-01 11:42:00 UTC,3,280.54,283,304,101.33333333333333,93.513333333333335,1,2,3,123,Recent or promising customer
13607,2011-10-30 16:17:00 UTC,2011-10-30 16:17:00 UTC,1,678.01,1,33,33,678.01,2,3,2,232,Customer needing attention
13610,2011-11-27 15:38:00 UTC,2011-02-27 14:44:00 UTC,7,1131.88,274,278,39.714285714285715,161.69714285714286,1,1,1,111,Top customer
13611,2011-09-11 14:51:00 UTC,2010-12-15 10:31:00 UTC,3,1171.8,271,352,117.33333333333333,390.59999999999997,2,2,1,221,Must not lose
13614,2011-11-15 14:47:00 UTC,2011-01-13 12:37:00 UTC,4,1610.46,307,323,80.75,402.615,1,1,1,111,Top customer
13615,2011-01-25 08:21:00 UTC,2011-01-25 08:21:00 UTC,1,417.69,1,311,311,417.69,3,3,2,332,Lost
13617,2011-10-30 13:50:00 UTC,2011-06-12 12:55:00 UTC,3,544.18,141,173,57.666666666666664,181.39333333333332,2,2,2,222,Customer needing attention
13618,2011-06-19 11:09:00 UTC,2011-06-19 11:09:00 UTC,1,177.34,1,166,166,177.34,3,3,3,333,Lost
13621,2011-08-15 08:26:00 UTC,2011-08-15 08:26:00 UTC,1,213.85,1,109,109,213.85,3,3,3,333,Lost
13623,2011-11-09 12:00:00 UTC,2011-02-15 13:08:00 UTC,5,747.78,267,290,58,149.55599999999998,1,1,2,112,Top customer
13626,2011-04-01 10:05:00 UTC,2011-04-01 10:05:00 UTC,1,257.23,1,245,245,257.23,3,3,3,333,Lost
13627,2011-10-11 14:20:00 UTC,2010-12-17 09:52:00 UTC,5,1638.47,299,350,70,327.694,2,1,1,211,Top customer
13629,2011-11-16 13:21:00 UTC,2011-01-05 12:09:00 UTC,11,7792.36,316,331,30.09090909090909,708.39636363636362,1,1,1,111,Top customer
13630,2011-09-25 10:30:00 UTC,2011-02-27 12:49:00 UTC,6,1799.78,210,278,46.333333333333336,299.96333333333331,2,1,1,211,Top customer
13631,2011-09-01 09:57:00 UTC,2011-03-17 17:13:00 UTC,11,3070.42,168,260,23.636363636363637,279.12909090909091,2,1,1,211,Top customer
13632,2011-11-15 10:51:00 UTC,2011-04-10 15:07:00 UTC,5,2121.27,219,236,47.2,424.254,1,1,1,111,Top customer
13634,2011-11-06 13:40:00 UTC,2011-01-16 15:30:00 UTC,5,1575.16,294,320,64,315.03200000000004,2,1,1,211,Top customer
13635,2011-10-03 10:55:00 UTC,2011-10-03 10:55:00 UTC,1,1071.03,1,60,60,1071.03,2,3,2,232,Customer needing attention
13636,2011-11-03 10:30:00 UTC,2011-02-27 14:29:00 UTC,5,949.12,249,278,55.6,189.824,2,1,2,212,Must not lose
13637,2011-10-18 13:32:00 UTC,2011-04-27 13:06:00 UTC,3,810.5,175,219,73,270.16666666666669,2,2,2,222,Customer needing attention
13638,2011-11-24 10:38:00 UTC,2011-11-24 10:38:00 UTC,1,122.64,1,8,8,122.64,1,3,3,133,Recent or promising customer
13639,2011-09-26 13:36:00 UTC,2011-09-26 13:36:00 UTC,1,1033.34,1,67,67,1033.34,2,3,2,232,Customer needing attention
13642,2011-05-08 12:34:00 UTC,2011-05-08 12:34:00 UTC,1,354.8,1,208,208,354.8,3,3,3,333,Lost
13643,2011-11-08 15:37:00 UTC,2011-06-07 11:40:00 UTC,3,519.44,155,178,59.333333333333336,173.14666666666668,1,2,2,122,Potentially loyal customer
13644,2011-11-23 14:07:00 UTC,2011-08-26 11:53:00 UTC,4,2624.26,90,98,24.5,656.065,1,1,1,111,Top customer
13645,2011-08-11 16:11:00 UTC,2011-08-11 16:11:00 UTC,1,252.1,1,113,113,252.1,3,3,3,333,Lost
13647,2011-11-30 12:00:00 UTC,2011-04-19 09:49:00 UTC,4,1678.12,226,227,56.75,419.53,1,1,1,111,Top customer
13649,2011-03-28 11:51:00 UTC,2010-12-08 14:46:00 UTC,2,346.6,110,359,179.5,173.3,3,2,3,323,On the way out
13650,2011-11-23 12:22:00 UTC,2011-03-17 12:37:00 UTC,6,1836.34,251,260,43.333333333333336,306.05666666666667,1,1,1,111,Top customer
13651,2011-11-04 14:59:00 UTC,2011-10-31 12:11:00 UTC,2,94.2,5,32,16,47.1,2,2,3,223,Customer needing attention
13652,2011-10-25 08:51:00 UTC,2010-12-06 09:21:00 UTC,3,1095.08,323,361,120.33333333333333,365.02666666666664,2,2,2,222,Customer needing attention
13654,2011-10-27 16:24:00 UTC,2011-03-11 12:54:00 UTC,6,2707.33,231,266,44.333333333333336,451.22166666666664,2,1,1,211,Top customer
13655,2011-08-17 14:25:00 UTC,2011-04-12 09:53:00 UTC,2,932.97,128,234,117,466.485,3,2,2,322,On the way out
13656,2011-06-28 10:31:00 UTC,2011-01-06 15:42:00 UTC,2,379.65,173,330,165,189.825,3,2,3,323,On the way out
13657,2011-11-29 12:32:00 UTC,2011-05-22 12:35:00 UTC,2,382.14,191,194,97,191.07,1,2,2,122,Potentially loyal customer
13658,2011-11-30 10:13:00 UTC,2011-05-19 17:15:00 UTC,5,2639.17,195,197,39.4,527.83400000000006,1,1,1,111,Top customer
13659,2011-05-18 12:37:00 UTC,2011-01-23 12:08:00 UTC,2,1573.2,116,313,156.5,786.6,3,2,1,321,Must not lose
13662,2011-09-15 12:04:00 UTC,2011-03-25 13:23:00 UTC,3,897.76,174,252,84,299.25333333333333,2,2,2,222,Customer needing attention
13663,2011-06-13 15:44:00 UTC,2011-06-13 15:44:00 UTC,1,189.47,1,172,172,189.47,3,3,3,333,Lost
13666,2011-10-10 15:39:00 UTC,2011-02-25 13:05:00 UTC,3,84.65,228,280,93.333333333333329,28.216666666666669,2,2,3,223,Customer needing attention
13667,2011-07-13 15:42:00 UTC,2011-07-13 15:42:00 UTC,1,305.02,1,142,142,305.02,3,3,3,333,Lost
13668,2011-11-29 12:50:00 UTC,2010-12-12 12:35:00 UTC,20,6030.57,353,355,17.75,301.5285,1,1,1,111,Top customer
13669,2011-10-20 09:32:00 UTC,2011-07-13 11:44:00 UTC,2,218.55,99,142,71,109.275,2,2,3,223,Customer needing attention
13670,2011-09-25 15:25:00 UTC,2011-09-25 15:25:00 UTC,1,349.7,1,68,68,349.7,2,3,3,233,Customer needing attention
13672,2011-02-11 13:53:00 UTC,2011-01-11 13:54:00 UTC,2,186.39,31,325,162.5,93.195,3,2,3,323,On the way out
13673,2011-11-21 12:11:00 UTC,2011-11-07 15:40:00 UTC,2,396.92,14,25,12.5,198.46,1,2,2,122,Potentially loyal customer
13675,2011-07-11 12:57:00 UTC,2011-02-28 12:14:00 UTC,2,486.82,134,277,138.5,243.41,3,2,2,322,On the way out
13678,2011-07-11 10:14:00 UTC,2011-07-11 10:14:00 UTC,1,232.6,1,144,144,232.6,3,3,3,333,Lost
13680,2011-10-31 13:22:00 UTC,2011-01-04 14:12:00 UTC,3,3084.04,300,332,110.66666666666667,1028.0133333333333,2,2,1,221,Must not lose
13681,2011-11-22 11:13:00 UTC,2011-07-07 15:21:00 UTC,4,827.83,138,148,37,206.9575,1,1,2,112,Top customer
13682,2011-06-05 14:06:00 UTC,2011-06-05 14:06:00 UTC,1,59.5,1,180,180,59.5,3,3,3,333,Lost
13684,2011-02-27 10:13:00 UTC,2011-02-27 10:13:00 UTC,1,67.23,1,278,278,67.23,3,3,3,333,Lost
13685,2011-10-25 13:14:00 UTC,2011-10-10 12:59:00 UTC,3,1934.45,16,53,17.666666666666668,644.81666666666672,2,2,1,221,Must not lose
13686,2011-06-10 09:10:00 UTC,2011-06-10 09:10:00 UTC,1,72,1,175,175,72,3,3,3,333,Lost
13689,2011-10-07 13:21:00 UTC,2011-10-07 13:21:00 UTC,1,910,1,56,56,910,2,3,2,232,Customer needing attention
13690,2011-10-11 15:03:00 UTC,2011-10-11 15:03:00 UTC,1,172.25,1,52,52,172.25,2,3,3,233,Customer needing attention
13692,2011-11-15 11:17:00 UTC,2011-04-17 12:57:00 UTC,3,1488.32,212,229,76.333333333333329,496.10666666666663,1,2,1,121,Potentially loyal customer
13694,2011-11-14 11:11:00 UTC,2010-12-01 12:12:00 UTC,47,61908.46,348,366,7.7872340425531918,1317.2012765957447,1,1,1,111,Top customer
13695,2011-11-08 14:26:00 UTC,2011-03-25 11:31:00 UTC,15,2504.13,229,252,16.8,166.942,1,1,1,111,Top customer
13697,2011-11-01 09:14:00 UTC,2011-11-01 09:14:00 UTC,1,151.3,1,31,31,151.3,2,3,3,233,Customer needing attention
13699,2011-07-07 16:51:00 UTC,2011-07-07 16:51:00 UTC,1,308.58,1,148,148,308.58,3,3,3,333,Lost
13700,2011-11-13 13:00:00 UTC,2011-01-16 13:18:00 UTC,10,2265.12,301,320,32,226.512,1,1,1,111,Top customer
13703,2011-01-25 13:10:00 UTC,2011-01-25 13:10:00 UTC,1,99.5,1,311,311,99.5,3,3,3,333,Lost
13704,2011-11-17 14:30:00 UTC,2011-09-12 14:40:00 UTC,8,2143.38,66,81,10.125,267.9225,1,1,1,111,Top customer
13705,2011-07-18 09:15:00 UTC,2010-12-01 10:29:00 UTC,2,522.68,229,366,183,261.34,3,2,2,322,On the way out
13706,2011-02-10 09:21:00 UTC,2011-02-10 09:21:00 UTC,1,330.79,1,295,295,330.79,3,3,3,333,Lost
13707,2011-03-17 18:03:00 UTC,2011-01-28 13:27:00 UTC,2,806.41,49,308,154,403.205,3,2,2,322,On the way out
13708,2011-03-13 13:46:00 UTC,2011-03-13 13:46:00 UTC,1,296.88,1,264,264,296.88,3,3,3,333,Lost
13709,2011-11-03 11:32:00 UTC,2011-01-28 14:57:00 UTC,11,5799.74,279,308,28,527.24909090909091,2,1,1,211,Top customer
13710,2011-11-08 08:16:00 UTC,2011-11-08 08:16:00 UTC,1,180.48,1,24,24,180.48,1,3,3,133,Recent or promising customer
13711,2011-05-05 10:31:00 UTC,2011-05-05 10:29:00 UTC,2,252.06,1,211,105.5,126.03,3,2,3,323,On the way out
13712,2011-04-07 12:33:00 UTC,2011-04-07 12:33:00 UTC,1,228.84,1,239,239,228.84,3,3,3,333,Lost
13715,2011-03-03 19:21:00 UTC,2010-12-02 08:52:00 UTC,5,1079.34,92,365,73,215.868,3,1,2,312,On the way out
13716,2011-03-15 13:49:00 UTC,2011-03-15 13:49:00 UTC,1,138.28,1,262,262,138.28,3,3,3,333,Lost
13717,2011-11-07 14:13:00 UTC,2011-02-14 13:21:00 UTC,6,1445.01,267,291,48.5,240.835,1,1,1,111,Top customer
13718,2011-04-07 13:24:00 UTC,2011-02-17 11:58:00 UTC,2,306.55,50,288,144,153.275,3,2,3,323,On the way out
13719,2011-11-24 15:26:00 UTC,2011-04-19 13:56:00 UTC,5,1041.68,220,227,45.4,208.336,1,1,2,112,Top customer
13720,2011-08-15 12:46:00 UTC,2011-03-30 09:17:00 UTC,4,799.9,139,247,61.75,199.975,3,1,2,312,On the way out
13721,2011-11-03 14:05:00 UTC,2011-11-03 14:05:00 UTC,1,524.14,1,29,29,524.14,2,3,2,232,Customer needing attention
13722,2011-07-31 12:44:00 UTC,2011-03-02 11:43:00 UTC,3,2375.41,152,275,91.666666666666671,791.80333333333328,3,2,1,321,Must not lose
13723,2011-05-06 17:04:00 UTC,2011-05-06 17:04:00 UTC,1,199.85,1,210,210,199.85,3,3,3,333,Lost
13725,2011-10-21 10:03:00 UTC,2011-02-04 12:18:00 UTC,8,1980.56,259,301,37.625,247.57,2,1,1,211,Top customer
13726,2011-11-01 10:49:00 UTC,2011-08-31 11:06:00 UTC,2,1079.66,62,93,46.5,539.83,2,2,2,222,Customer needing attention
13727,2011-11-11 09:46:00 UTC,2011-11-06 12:16:00 UTC,2,333.48,5,26,13,166.74,1,2,3,123,Recent or promising customer
13728,2011-11-03 10:49:00 UTC,2011-02-02 12:09:00 UTC,6,1016.14,274,303,50.5,169.35666666666665,2,1,2,212,Must not lose
13730,2011-07-27 08:35:00 UTC,2011-07-01 12:47:00 UTC,2,752.6,26,154,77,376.3,3,2,2,322,On the way out
13731,2011-05-04 14:33:00 UTC,2011-04-07 10:10:00 UTC,2,610.59,28,239,119.5,305.295,3,2,2,322,On the way out
13732,2011-11-11 15:49:00 UTC,2011-11-11 15:49:00 UTC,1,491.86,1,21,21,491.86,1,3,2,132,Potentially loyal customer
13735,2011-11-15 11:14:00 UTC,2011-04-19 13:49:00 UTC,4,2885.24,210,227,56.75,721.31,1,1,1,111,Top customer
13736,2011-03-24 13:04:00 UTC,2011-03-24 13:04:00 UTC,1,357.53,1,253,253,357.53,3,3,3,333,Lost
13737,2011-05-23 16:32:00 UTC,2011-05-23 16:32:00 UTC,1,339.6,1,193,193,339.6,3,3,3,333,Lost
13739,2011-11-21 13:35:00 UTC,2011-11-21 13:35:00 UTC,1,216.9,1,11,11,216.9,1,3,3,133,Recent or promising customer
13740,2011-04-13 10:32:00 UTC,2011-04-13 10:32:00 UTC,1,350.75,1,233,233,350.75,3,3,3,333,Lost
13741,2011-09-29 09:19:00 UTC,2011-05-06 13:43:00 UTC,3,668.43,146,210,70,222.80999999999997,2,2,2,222,Customer needing attention
13742,2011-11-23 11:07:00 UTC,2011-01-23 14:59:00 UTC,12,3131.02,304,313,26.083333333333332,260.91833333333335,1,1,1,111,Top customer
13743,2011-09-12 12:19:00 UTC,2011-03-25 14:46:00 UTC,6,1065.84,171,252,42,177.64,2,1,2,212,Must not lose
13744,2011-09-05 15:19:00 UTC,2011-02-20 14:08:00 UTC,2,1156.36,198,285,142.5,578.18,2,2,1,221,Must not lose
13745,2011-06-30 16:43:00 UTC,2011-06-30 16:43:00 UTC,1,300.04,1,155,155,300.04,3,3,3,333,Lost
13747,2010-12-01 10:37:00 UTC,2010-12-01 10:37:00 UTC,1,79.6,1,366,366,79.6,3,3,3,333,Lost
13748,2011-09-05 09:45:00 UTC,2010-12-01 09:00:00 UTC,5,948.25,279,366,73.2,189.65,2,1,2,212,Must not lose
13750,2011-10-17 12:16:00 UTC,2011-01-07 11:49:00 UTC,5,1647.26,284,329,65.8,329.452,2,1,1,211,Top customer
13751,2011-02-24 15:56:00 UTC,2011-02-24 15:56:00 UTC,1,296.25,1,281,281,296.25,3,3,3,333,Lost
13752,2011-08-07 14:16:00 UTC,2011-04-07 12:04:00 UTC,6,1186.28,123,239,39.833333333333336,197.71333333333334,3,1,1,311,Must not lose
13753,2011-02-25 12:48:00 UTC,2011-02-25 12:48:00 UTC,1,741.26,1,280,280,741.26,3,3,2,332,Lost
13754,2011-07-11 11:51:00 UTC,2011-01-26 14:58:00 UTC,2,282.6,166,310,155,141.3,3,2,3,323,On the way out
13755,2011-11-30 13:29:00 UTC,2011-10-07 15:45:00 UTC,8,2004.45,54,56,7,250.55625,1,1,1,111,Top customer
13756,2011-11-17 10:02:00 UTC,2010-12-07 11:41:00 UTC,12,4343.12,345,360,30,361.92666666666668,1,1,1,111,Top customer
13758,2011-11-28 11:11:00 UTC,2010-12-01 12:08:00 UTC,7,3190.55,362,366,52.285714285714285,455.79285714285714,1,1,1,111,Top customer
13759,2011-11-06 14:47:00 UTC,2011-09-29 15:40:00 UTC,2,659.41,38,64,32,329.705,2,2,2,222,Customer needing attention
13760,2011-10-16 16:13:00 UTC,2011-03-28 12:52:00 UTC,2,286.79,203,249,124.5,143.395,2,2,3,223,Customer needing attention
13761,2011-10-20 14:01:00 UTC,2011-06-13 08:43:00 UTC,2,1070.65,130,172,86,535.325,2,2,2,222,Customer needing attention
13762,2011-05-05 09:15:00 UTC,2011-05-05 09:15:00 UTC,1,306.72,1,211,211,306.72,3,3,3,333,Lost
13763,2011-10-07 15:13:00 UTC,2011-10-07 15:13:00 UTC,1,1714.96,1,56,56,1714.96,2,3,1,231,Must not lose
13764,2011-09-30 12:03:00 UTC,2011-01-06 14:53:00 UTC,3,1521.76,267,330,110,507.25333333333333,2,2,1,221,Must not lose
13767,2011-11-14 12:22:00 UTC,2010-12-01 10:47:00 UTC,36,16334.38,349,366,10.166666666666666,453.73277777777776,1,1,1,111,Top customer
13769,2011-11-02 13:37:00 UTC,2010-12-07 13:28:00 UTC,9,2478.59,331,360,40,275.39888888888891,2,1,1,211,Top customer
13771,2011-10-06 14:18:00 UTC,2011-04-06 15:47:00 UTC,4,2634.45,183,240,60,658.6125,2,1,1,211,Top customer
13772,2011-11-06 11:43:00 UTC,2011-04-14 12:31:00 UTC,3,1132.13,206,232,77.333333333333329,377.37666666666672,2,2,1,221,Must not lose
13774,2011-09-19 12:06:00 UTC,2011-09-19 12:06:00 UTC,1,345,1,74,74,345,2,3,3,233,Customer needing attention
13777,2011-12-01 11:18:00 UTC,2010-12-01 16:01:00 UTC,31,25711.92,365,366,11.806451612903226,829.41677419354835,1,1,1,111,Top customer
13778,2011-08-28 15:25:00 UTC,2011-08-28 15:25:00 UTC,1,178.7,1,96,96,178.7,2,3,3,233,Customer needing attention
13780,2011-06-22 11:43:00 UTC,2011-06-22 11:43:00 UTC,1,116.28,1,163,163,116.28,3,3,3,333,Lost
13781,2011-04-03 12:08:00 UTC,2011-04-03 12:08:00 UTC,1,127.84,1,243,243,127.84,3,3,3,333,Lost
13782,2011-11-27 11:54:00 UTC,2011-01-16 11:08:00 UTC,6,912,316,320,53.333333333333336,152,1,1,2,112,Top customer
13784,2011-11-30 09:33:00 UTC,2011-01-11 14:38:00 UTC,11,2462.79,323,325,29.545454545454547,223.89,1,1,1,111,Top customer
13786,2010-12-07 13:53:00 UTC,2010-12-07 13:53:00 UTC,1,230.4,1,360,360,230.4,3,3,3,333,Lost
13787,2011-09-25 12:06:00 UTC,2010-12-10 14:45:00 UTC,2,309.04,289,357,178.5,154.52,2,2,3,223,Customer needing attention
13791,2011-08-04 11:44:00 UTC,2011-06-24 16:38:00 UTC,2,1516,41,161,80.5,758,3,2,1,321,Must not lose
13792,2011-10-04 14:31:00 UTC,2011-02-25 14:03:00 UTC,2,195.55,222,280,140,97.775,2,2,3,223,Customer needing attention
13798,2011-11-28 12:19:00 UTC,2010-12-02 17:24:00 UTC,54,35316.61,361,365,6.7592592592592595,654.01129629629634,1,1,1,111,Top customer
13799,2011-08-15 12:07:00 UTC,2011-02-18 14:18:00 UTC,2,688.86,178,287,143.5,344.43,3,2,2,322,On the way out
13800,2011-02-03 12:27:00 UTC,2011-02-03 12:27:00 UTC,1,558.32,1,302,302,558.32,3,3,2,332,Lost
13801,2011-10-04 10:15:00 UTC,2011-10-04 10:15:00 UTC,1,324.8,1,59,59,324.8,2,3,3,233,Customer needing attention
13802,2011-07-24 10:54:00 UTC,2011-02-01 12:03:00 UTC,3,4599.42,173,304,101.33333333333333,1533.14,3,2,1,321,Must not lose
13803,2011-03-29 12:57:00 UTC,2011-03-29 12:57:00 UTC,1,277.07,1,248,248,277.07,3,3,3,333,Lost
13804,2011-11-09 12:32:00 UTC,2011-02-23 09:09:00 UTC,7,2635.79,260,282,40.285714285714285,376.54142857142858,1,1,1,111,Top customer
13805,2011-10-18 14:50:00 UTC,2011-08-02 15:29:00 UTC,2,924.6,77,122,61,462.3,2,2,2,222,Customer needing attention
13806,2011-10-07 11:43:00 UTC,2011-10-07 11:43:00 UTC,1,256.38,1,56,56,256.38,2,3,3,233,Customer needing attention
13807,2010-12-07 15:48:00 UTC,2010-12-07 15:48:00 UTC,1,112.6,1,360,360,112.6,3,3,3,333,Lost
13808,2011-10-24 12:38:00 UTC,2011-09-04 12:07:00 UTC,4,1518.5,51,89,22.25,379.625,2,1,1,211,Top customer
13809,2011-02-07 13:15:00 UTC,2011-02-07 13:15:00 UTC,1,155.05,1,298,298,155.05,3,3,3,333,Lost
13810,2011-11-11 08:33:00 UTC,2011-10-14 12:57:00 UTC,3,1499.01,28,49,16.333333333333332,499.67,1,2,1,121,Potentially loyal customer
13811,2011-06-09 09:54:00 UTC,2011-04-14 18:40:00 UTC,3,814.5,56,232,77.333333333333329,271.5,3,2,2,322,On the way out
13812,2011-10-28 14:27:00 UTC,2011-08-26 12:54:00 UTC,3,539,64,98,32.666666666666664,179.66666666666666,2,2,2,222,Customer needing attention
13813,2011-10-31 10:38:00 UTC,2011-07-28 10:33:00 UTC,4,1366.86,96,127,31.75,341.715,2,1,1,211,Top customer
13814,2011-09-08 13:48:00 UTC,2011-07-25 13:54:00 UTC,2,1579.12,45,130,65,789.56,2,2,1,221,Must not lose
13815,2011-11-17 14:19:00 UTC,2011-01-25 12:16:00 UTC,4,4027.36,297,311,77.75,1006.84,1,1,1,111,Top customer
13816,2011-11-16 08:38:00 UTC,2011-10-06 14:37:00 UTC,2,571.67,41,57,28.5,285.835,1,2,2,122,Potentially loyal customer
13817,2011-11-10 17:49:00 UTC,2010-12-23 11:46:00 UTC,2,382.98,323,344,172,191.49,1,2,2,122,Potentially loyal customer
13819,2011-02-11 10:38:00 UTC,2011-01-24 10:38:00 UTC,3,1140.35,19,312,104,380.11666666666662,3,2,1,321,Must not lose
13821,2011-07-18 09:49:00 UTC,2011-03-23 11:30:00 UTC,2,385.64,117,254,127,192.82,3,2,2,322,On the way out
13822,2011-10-30 15:55:00 UTC,2011-10-30 15:55:00 UTC,1,468.38,1,33,33,468.38,2,3,2,232,Customer needing attention
13823,2011-11-21 10:22:00 UTC,2011-09-09 10:42:00 UTC,2,957.66,73,84,42,478.83,1,2,2,122,Potentially loyal customer
13824,2011-11-07 12:41:00 UTC,2011-02-02 13:07:00 UTC,5,1698.94,278,303,60.6,339.788,1,1,1,111,Top customer
13826,2011-06-16 13:48:00 UTC,2011-06-16 13:48:00 UTC,1,189.5,1,169,169,189.5,3,3,3,333,Lost
